disease,resistance_gene_count,susceptibility_gene_count,evidence_strength_score,temperature,humidity,soil_moisture,light,risk_level,risk_score
Fusarium Wilt,0,0,0.0,36.0,80.8,71.8,239.5,moderate,46.0
Bacterial Spot,0,0,0.0,36.0,80.8,71.8,239.5,low,34.0
Early Blight,1,0,-0.6,34.9,61.4,54.1,206.6,low,28.0
Late Blight,1,0,-1.0,34.9,61.4,54.1,206.6,low,16.0
Fusarium Wilt,0,0,0.0,34.9,61.4,54.1,206.6,moderate,62.0
Bacterial Spot,0,0,0.0,34.9,61.4,54.1,206.6,low,34.0
Early Blight,0,0,0.0,36.1,72.6,85.8,700.5,moderate,46.0
Late Blight,0,0,0.0,36.1,72.6,85.8,700.5,low,34.0
Fusarium Wilt,1,0,-1.0,36.1,72.6,85.8,700.5,low,28.0
Bacterial Spot,1,0,-1.0,36.1,72.6,85.8,700.5,low,16.0
Early Blight,0,0,0.0,25.1,93.3,40.5,443.6,moderate,62.0
Late Blight,2,0,-1.6,25.1,93.3,40.5,443.6,low,28.0
Fusarium Wilt,2,0,-2.0,25.1,93.3,40.5,443.6,moderate,44.0
Bacterial Spot,1,0,-0.6,25.1,93.3,40.5,443.6,moderate,56.0
Early Blight,0,0,0.0,29.1,79.1,64.4,164.4,moderate,62.0
Late Blight,2,0,-1.6,29.1,79.1,64.4,164.4,low,28.0
Fusarium Wilt,1,0,-1.0,29.1,79.1,64.4,164.4,moderate,44.0
Bacterial Spot,1,0,-0.6,29.1,79.1,64.4,164.4,moderate,40.0
Early Blight,0,0,0.0,16.6,35.3,64.6,168.1,low,34.0
Late Blight,0,0,0.0,16.6,35.3,64.6,168.1,moderate,46.0
Fusarium Wilt,1,0,-1.0,16.6,35.3,64.6,168.1,low,16.0
Bacterial Spot,2,0,-1.6,16.6,35.3,64.6,168.1,low,16.0
Early Blight,1,0,-0.6,31.3,38.6,51.2,385.9,low,28.0
Late Blight,2,0,-1.6,31.3,38.6,51.2,385.9,low,16.0
Fusarium Wilt,1,0,-1.0,31.3,38.6,51.2,385.9,low,28.0
Bacterial Spot,1,0,-0.6,31.3,38.6,51.2,385.9,low,28.0
Early Blight,1,0,-0.6,18.1,66.1,56.4,296.8,low,28.0
Late Blight,2,0,-1.6,18.1,66.1,56.4,296.8,low,28.0
Fusarium Wilt,0,0,0.0,18.1,66.1,56.4,296.8,moderate,46.0
Bacterial Spot,0,0,0.0,18.1,66.1,56.4,296.8,low,34.0
Early Blight,1,0,-0.6,25.0,63.8,14.0,968.1,moderate,40.0
Late Blight,1,0,-1.0,25.0,63.8,14.0,968.1,low,16.0
Fusarium Wilt,2,0,-2.0,25.0,63.8,14.0,968.1,moderate,44.0
Bacterial Spot,1,0,-1.0,25.0,63.8,14.0,968.1,low,28.0
Early Blight,1,0,-0.6,22.8,90.7,55.7,960.8,moderate,56.0
Late Blight,2,0,-1.6,22.8,90.7,55.7,960.8,moderate,44.0
Fusarium Wilt,0,0,0.0,22.8,90.7,55.7,960.8,moderate,46.0
Bacterial Spot,2,0,-1.6,22.8,90.7,55.7,960.8,low,28.0
Early Blight,0,0,0.0,34.7,55.1,73.9,1063.5,low,34.0
Late Blight,1,0,-0.6,34.7,55.1,73.9,1063.5,low,28.0
Fusarium Wilt,1,0,-1.0,34.7,55.1,73.9,1063.5,moderate,44.0
Bacterial Spot,2,0,-1.6,34.7,55.1,73.9,1063.5,low,16.0
Early Blight,0,0,0.0,22.7,71.4,28.3,159.1,moderate,62.0
Late Blight,1,0,-0.6,22.7,71.4,28.3,159.1,moderate,40.0
Fusarium Wilt,2,0,-2.0,22.7,71.4,28.3,159.1,low,28.0
Bacterial Spot,1,0,-1.0,22.7,71.4,28.3,159.1,low,16.0
Early Blight,1,0,-0.6,33.4,59.1,80.5,863.3,low,28.0
Late Blight,1,0,-1.0,33.4,59.1,80.5,863.3,low,16.0
Fusarium Wilt,1,0,-1.0,33.4,59.1,80.5,863.3,moderate,44.0
Bacterial Spot,2,0,-1.6,33.4,59.1,80.5,863.3,low,16.0
Early Blight,0,0,0.0,31.3,36.8,39.8,1169.7,low,34.0
Late Blight,0,0,0.0,31.3,36.8,39.8,1169.7,low,34.0
Fusarium Wilt,1,0,-1.0,31.3,36.8,39.8,1169.7,low,28.0
Bacterial Spot,1,0,-1.0,31.3,36.8,39.8,1169.7,low,16.0
Early Blight,1,0,-0.6,37.5,31.0,48.0,667.9,low,28.0
Late Blight,0,0,0.0,37.5,31.0,48.0,667.9,low,34.0
Fusarium Wilt,1,0,-1.0,37.5,31.0,48.0,667.9,low,16.0
Bacterial Spot,1,0,-1.0,37.5,31.0,48.0,667.9,low,16.0
Early Blight,0,0,0.0,36.7,60.2,72.8,115.0,low,34.0
Late Blight,1,0,-1.0,36.7,60.2,72.8,115.0,low,16.0
Fusarium Wilt,2,0,-2.0,36.7,60.2,72.8,115.0,low,28.0
Bacterial Spot,1,0,-1.0,36.7,60.2,72.8,115.0,low,16.0
Early Blight,0,0,0.0,16.8,79.7,83.6,158.8,moderate,46.0
Late Blight,1,0,-1.0,16.8,79.7,83.6,158.8,moderate,44.0
Fusarium Wilt,2,0,-2.0,16.8,79.7,83.6,158.8,low,28.0
Bacterial Spot,1,0,-1.0,16.8,79.7,83.6,158.8,low,16.0
Early Blight,0,0,0.0,23.9,81.2,13.8,709.5,moderate,62.0
Late Blight,1,0,-0.6,23.9,81.2,13.8,709.5,moderate,56.0
Fusarium Wilt,1,0,-1.0,23.9,81.2,13.8,709.5,low,28.0
Bacterial Spot,2,0,-1.6,23.9,81.2,13.8,709.5,low,16.0
Early Blight,1,0,-0.6,27.8,81.1,50.3,1066.5,moderate,56.0
Late Blight,0,0,0.0,27.8,81.1,50.3,1066.5,moderate,46.0
Fusarium Wilt,1,0,-1.0,27.8,81.1,50.3,1066.5,moderate,44.0
Bacterial Spot,2,0,-1.6,27.8,81.1,50.3,1066.5,low,28.0
Early Blight,1,0,-0.6,23.5,74.4,37.1,260.2,moderate,56.0
Late Blight,1,0,-0.6,23.5,74.4,37.1,260.2,moderate,40.0
Fusarium Wilt,1,0,-1.0,23.5,74.4,37.1,260.2,low,28.0
Bacterial Spot,1,0,-0.6,23.5,74.4,37.1,260.2,low,28.0
Early Blight,0,0,0.0,32.7,71.8,68.9,1174.9,moderate,46.0
Late Blight,0,0,0.0,32.7,71.8,68.9,1174.9,low,34.0
Fusarium Wilt,2,0,-2.0,32.7,71.8,68.9,1174.9,moderate,44.0
Bacterial Spot,0,0,0.0,32.7,71.8,68.9,1174.9,low,34.0
Early Blight,1,0,-0.6,20.6,50.0,61.3,916.5,moderate,40.0
Late Blight,1,0,-1.0,20.6,50.0,61.3,916.5,low,28.0
Fusarium Wilt,1,0,-1.0,20.6,50.0,61.3,916.5,low,28.0
Bacterial Spot,2,0,-1.6,20.6,50.0,61.3,916.5,low,16.0
Early Blight,0,0,0.0,25.9,78.6,62.4,166.9,moderate,62.0
Late Blight,1,0,-0.6,25.9,78.6,62.4,166.9,moderate,40.0
Fusarium Wilt,2,0,-2.0,25.9,78.6,62.4,166.9,moderate,44.0
Bacterial Spot,1,0,-1.0,25.9,78.6,62.4,166.9,low,28.0
Early Blight,0,0,0.0,15.8,71.4,73.4,352.5,moderate,46.0
Late Blight,1,0,-0.6,15.8,71.4,73.4,352.5,moderate,40.0
Fusarium Wilt,1,0,-1.0,15.8,71.4,73.4,352.5,low,28.0
Bacterial Spot,0,0,0.0,15.8,71.4,73.4,352.5,low,34.0
Early Blight,0,0,0.0,15.3,88.3,79.1,966.6,moderate,46.0
Late Blight,0,0,0.0,15.3,88.3,79.1,966.6,moderate,62.0
Fusarium Wilt,2,0,-2.0,15.3,88.3,79.1,966.6,low,28.0
Bacterial Spot,1,0,-1.0,15.3,88.3,79.1,966.6,low,28.0
Early Blight,0,0,0.0,34.4,53.5,23.8,379.5,low,34.0
Late Blight,1,0,-0.6,34.4,53.5,23.8,379.5,low,28.0
Fusarium Wilt,1,0,-1.0,34.4,53.5,23.8,379.5,moderate,44.0
Bacterial Spot,1,0,-1.0,34.4,53.5,23.8,379.5,low,16.0
Early Blight,0,0,0.0,23.3,34.5,58.2,339.2,moderate,46.0
Late Blight,1,0,-0.6,23.3,34.5,58.2,339.2,moderate,40.0
Fusarium Wilt,0,0,0.0,23.3,34.5,58.2,339.2,low,34.0
Bacterial Spot,0,0,0.0,23.3,34.5,58.2,339.2,low,34.0
Early Blight,0,0,0.0,20.5,70.5,21.8,602.1,moderate,62.0
Late Blight,0,0,0.0,20.5,70.5,21.8,602.1,moderate,46.0
Fusarium Wilt,0,0,0.0,20.5,70.5,21.8,602.1,moderate,46.0
Bacterial Spot,1,0,-0.6,20.5,70.5,21.8,602.1,low,28.0
Early Blight,0,0,0.0,28.5,65.0,22.4,1075.4,moderate,46.0
Late Blight,1,0,-1.0,28.5,65.0,22.4,1075.4,low,16.0
Fusarium Wilt,1,0,-1.0,28.5,65.0,22.4,1075.4,moderate,44.0
Bacterial Spot,2,0,-1.6,28.5,65.0,22.4,1075.4,low,28.0
Early Blight,1,0,-0.6,21.3,60.6,21.0,514.5,moderate,40.0
Late Blight,1,0,-1.0,21.3,60.6,21.0,514.5,low,28.0
Fusarium Wilt,0,0,0.0,21.3,60.6,21.0,514.5,moderate,46.0
Bacterial Spot,2,0,-1.6,21.3,60.6,21.0,514.5,low,16.0
Early Blight,0,0,0.0,21.2,91.5,76.5,813.6,moderate,62.0
Late Blight,2,0,-1.6,21.2,91.5,76.5,813.6,moderate,44.0
Fusarium Wilt,1,0,-1.0,21.2,91.5,76.5,813.6,low,28.0
Bacterial Spot,0,0,0.0,21.2,91.5,76.5,813.6,moderate,46.0
Early Blight,0,0,0.0,30.2,64.0,41.4,998.6,low,34.0
Late Blight,0,0,0.0,30.2,64.0,41.4,998.6,low,34.0
Fusarium Wilt,0,0,0.0,30.2,64.0,41.4,998.6,moderate,62.0
Bacterial Spot,1,0,-1.0,30.2,64.0,41.4,998.6,low,16.0
Early Blight,1,0,-0.6,36.3,41.4,19.7,997.8,low,28.0
Late Blight,1,0,-1.0,36.3,41.4,19.7,997.8,low,16.0
Fusarium Wilt,1,0,-1.0,36.3,41.4,19.7,997.8,low,28.0
Bacterial Spot,2,0,-1.6,36.3,41.4,19.7,997.8,low,16.0
Early Blight,0,0,0.0,17.6,91.9,50.6,794.5,moderate,46.0
Late Blight,0,0,0.0,17.6,91.9,50.6,794.5,moderate,62.0
Fusarium Wilt,2,0,-2.0,17.6,91.9,50.6,794.5,low,28.0
Bacterial Spot,2,0,-1.6,17.6,91.9,50.6,794.5,low,28.0
Early Blight,0,0,0.0,21.8,55.3,73.7,417.6,moderate,46.0
Late Blight,1,0,-1.0,21.8,55.3,73.7,417.6,low,28.0
Fusarium Wilt,0,0,0.0,21.8,55.3,73.7,417.6,moderate,46.0
Bacterial Spot,1,0,-0.6,21.8,55.3,73.7,417.6,low,28.0
Early Blight,0,0,0.0,26.7,33.2,48.6,563.3,moderate,46.0
Late Blight,0,0,0.0,26.7,33.2,48.6,563.3,low,34.0
Fusarium Wilt,2,0,-2.0,26.7,33.2,48.6,563.3,low,28.0
Bacterial Spot,0,0,0.0,26.7,33.2,48.6,563.3,moderate,46.0
Early Blight,0,0,0.0,34.1,83.7,12.8,318.4,moderate,46.0
Late Blight,1,0,-1.0,34.1,83.7,12.8,318.4,low,28.0
Fusarium Wilt,2,0,-2.0,34.1,83.7,12.8,318.4,moderate,44.0
Bacterial Spot,1,0,-1.0,34.1,83.7,12.8,318.4,low,16.0
Early Blight,1,0,-0.6,36.7,94.8,57.1,581.3,moderate,40.0
Late Blight,1,0,-1.0,36.7,94.8,57.1,581.3,low,28.0
Fusarium Wilt,1,0,-1.0,36.7,94.8,57.1,581.3,low,28.0
Bacterial Spot,1,0,-0.6,36.7,94.8,57.1,581.3,moderate,40.0
Early Blight,1,0,-0.6,17.1,30.9,61.8,1107.8,low,28.0
Late Blight,2,0,-1.6,17.1,30.9,61.8,1107.8,low,28.0
Fusarium Wilt,0,0,0.0,17.1,30.9,61.8,1107.8,low,34.0
Bacterial Spot,2,0,-1.6,17.1,30.9,61.8,1107.8,low,16.0
Early Blight,0,0,0.0,33.6,66.8,18.0,775.5,low,34.0
Late Blight,0,0,0.0,33.6,66.8,18.0,775.5,low,34.0
Fusarium Wilt,1,0,-1.0,33.6,66.8,18.0,775.5,moderate,44.0
Bacterial Spot,1,0,-1.0,33.6,66.8,18.0,775.5,low,16.0
Early Blight,1,0,-0.6,32.5,59.2,53.9,423.6,low,28.0
Late Blight,0,0,0.0,32.5,59.2,53.9,423.6,low,34.0
Fusarium Wilt,1,0,-1.0,32.5,59.2,53.9,423.6,moderate,44.0
Bacterial Spot,0,0,0.0,32.5,59.2,53.9,423.6,low,34.0
Early Blight,0,0,0.0,27.1,66.7,54.6,672.0,moderate,46.0
Late Blight,1,0,-1.0,27.1,66.7,54.6,672.0,low,16.0
Fusarium Wilt,0,0,0.0,27.1,66.7,54.6,672.0,moderate,62.0
Bacterial Spot,1,0,-0.6,27.1,66.7,54.6,672.0,moderate,40.0
Early Blight,0,0,0.0,15.7,84.6,44.3,499.3,moderate,46.0
Late Blight,0,0,0.0,15.7,84.6,44.3,499.3,moderate,62.0
Fusarium Wilt,1,0,-1.0,15.7,84.6,44.3,499.3,low,28.0
Bacterial Spot,1,0,-1.0,15.7,84.6,44.3,499.3,low,16.0
Early Blight,0,0,0.0,18.1,89.9,71.1,494.4,moderate,46.0
Late Blight,0,0,0.0,18.1,89.9,71.1,494.4,moderate,62.0
Fusarium Wilt,1,0,-1.0,18.1,89.9,71.1,494.4,low,28.0
Bacterial Spot,1,0,-1.0,18.1,89.9,71.1,494.4,low,28.0
Early Blight,1,0,-0.6,27.7,30.4,85.5,1087.1,moderate,40.0
Late Blight,2,0,-1.6,27.7,30.4,85.5,1087.1,low,16.0
Fusarium Wilt,2,0,-2.0,27.7,30.4,85.5,1087.1,low,28.0
Bacterial Spot,1,0,-1.0,27.7,30.4,85.5,1087.1,low,28.0
Early Blight,1,0,-0.6,25.6,61.1,66.5,838.1,moderate,40.0
Late Blight,1,0,-1.0,25.6,61.1,66.5,838.1,low,16.0
Fusarium Wilt,1,0,-1.0,25.6,61.1,66.5,838.1,moderate,44.0
Bacterial Spot,0,0,0.0,25.6,61.1,66.5,838.1,moderate,46.0
Early Blight,0,0,0.0,27.7,49.1,58.7,751.4,moderate,46.0
Late Blight,2,0,-1.6,27.7,49.1,58.7,751.4,low,16.0
Fusarium Wilt,1,0,-1.0,27.7,49.1,58.7,751.4,moderate,44.0
Bacterial Spot,1,0,-1.0,27.7,49.1,58.7,751.4,low,28.0
Early Blight,1,0,-0.6,25.3,85.2,80.5,1104.8,moderate,56.0
Late Blight,1,0,-0.6,25.3,85.2,80.5,1104.8,moderate,40.0
Fusarium Wilt,1,0,-1.0,25.3,85.2,80.5,1104.8,moderate,44.0
Bacterial Spot,2,0,-1.6,25.3,85.2,80.5,1104.8,moderate,44.0
Early Blight,1,0,-0.6,26.2,86.8,35.5,957.5,moderate,56.0
Late Blight,1,0,-0.6,26.2,86.8,35.5,957.5,moderate,40.0
Fusarium Wilt,1,0,-1.0,26.2,86.8,35.5,957.5,moderate,44.0
Bacterial Spot,0,0,0.0,26.2,86.8,35.5,957.5,moderate,62.0
Early Blight,0,0,0.0,15.4,79.9,15.1,539.2,moderate,46.0
Late Blight,1,0,-0.6,15.4,79.9,15.1,539.2,moderate,56.0
Fusarium Wilt,1,0,-1.0,15.4,79.9,15.1,539.2,low,28.0
Bacterial Spot,2,0,-1.6,15.4,79.9,15.1,539.2,low,16.0
Early Blight,0,0,0.0,34.5,62.0,24.2,279.3,low,34.0
Late Blight,1,0,-1.0,34.5,62.0,24.2,279.3,low,16.0
Fusarium Wilt,1,0,-1.0,34.5,62.0,24.2,279.3,moderate,44.0
Bacterial Spot,1,0,-1.0,34.5,62.0,24.2,279.3,low,16.0
Early Blight,0,0,0.0,36.7,85.5,24.6,857.7,moderate,46.0
Late Blight,2,0,-1.6,36.7,85.5,24.6,857.7,low,28.0
Fusarium Wilt,2,0,-2.0,36.7,85.5,24.6,857.7,low,28.0
Bacterial Spot,0,0,0.0,36.7,85.5,24.6,857.7,moderate,46.0
Early Blight,1,0,-0.6,33.3,55.4,48.5,164.8,low,28.0
Late Blight,0,0,0.0,33.3,55.4,48.5,164.8,low,34.0
Fusarium Wilt,1,0,-1.0,33.3,55.4,48.5,164.8,moderate,44.0
Bacterial Spot,0,0,0.0,33.3,55.4,48.5,164.8,low,34.0
Early Blight,0,0,0.0,29.0,87.4,80.9,220.1,moderate,62.0
Late Blight,2,0,-1.6,29.0,87.4,80.9,220.1,low,28.0
Fusarium Wilt,1,0,-1.0,29.0,87.4,80.9,220.1,moderate,44.0
Bacterial Spot,1,0,-0.6,29.0,87.4,80.9,220.1,moderate,56.0
Early Blight,1,0,-0.6,33.8,84.0,14.3,726.5,moderate,40.0
Late Blight,2,0,-1.6,33.8,84.0,14.3,726.5,low,28.0
Fusarium Wilt,2,0,-2.0,33.8,84.0,14.3,726.5,moderate,44.0
Bacterial Spot,1,0,-1.0,33.8,84.0,14.3,726.5,low,16.0
Early Blight,0,0,0.0,20.9,77.6,89.0,195.3,moderate,62.0
Late Blight,0,0,0.0,20.9,77.6,89.0,195.3,moderate,62.0
Fusarium Wilt,2,0,-2.0,20.9,77.6,89.0,195.3,low,28.0
Bacterial Spot,1,0,-0.6,20.9,77.6,89.0,195.3,low,28.0
Early Blight,0,0,0.0,28.1,61.8,57.4,730.4,moderate,46.0
Late Blight,2,0,-1.6,28.1,61.8,57.4,730.4,low,16.0
Fusarium Wilt,1,0,-1.0,28.1,61.8,57.4,730.4,moderate,44.0
Bacterial Spot,1,0,-0.6,28.1,61.8,57.4,730.4,moderate,40.0
Early Blight,1,0,-0.6,31.9,95.2,73.4,666.1,moderate,40.0
Late Blight,1,0,-1.0,31.9,95.2,73.4,666.1,low,28.0
Fusarium Wilt,1,0,-1.0,31.9,95.2,73.4,666.1,moderate,44.0
Bacterial Spot,0,0,0.0,31.9,95.2,73.4,666.1,moderate,46.0
Early Blight,0,0,0.0,16.6,47.5,13.6,487.0,low,34.0
Late Blight,1,0,-0.6,16.6,47.5,13.6,487.0,moderate,40.0
Fusarium Wilt,2,0,-2.0,16.6,47.5,13.6,487.0,low,28.0
Bacterial Spot,1,0,-1.0,16.6,47.5,13.6,487.0,low,16.0
Early Blight,0,0,0.0,33.0,79.5,45.0,676.4,moderate,46.0
Late Blight,1,0,-1.0,33.0,79.5,45.0,676.4,low,28.0
Fusarium Wilt,1,0,-1.0,33.0,79.5,45.0,676.4,moderate,44.0
Bacterial Spot,2,0,-1.6,33.0,79.5,45.0,676.4,low,16.0
Early Blight,0,0,0.0,27.6,32.6,44.3,313.1,moderate,46.0
Late Blight,0,0,0.0,27.6,32.6,44.3,313.1,low,34.0
Fusarium Wilt,0,0,0.0,27.6,32.6,44.3,313.1,moderate,46.0
Bacterial Spot,0,0,0.0,27.6,32.6,44.3,313.1,moderate,46.0
Early Blight,0,0,0.0,37.3,51.6,28.2,1113.3,low,34.0
Late Blight,0,0,0.0,37.3,51.6,28.2,1113.3,low,34.0
Fusarium Wilt,2,0,-2.0,37.3,51.6,28.2,1113.3,low,28.0
Bacterial Spot,2,0,-1.6,37.3,51.6,28.2,1113.3,low,16.0
Early Blight,1,0,-0.6,25.2,60.2,32.1,155.1,moderate,40.0
Late Blight,1,0,-0.6,25.2,60.2,32.1,155.1,low,28.0
Fusarium Wilt,2,0,-2.0,25.2,60.2,32.1,155.1,moderate,44.0
Bacterial Spot,2,0,-1.6,25.2,60.2,32.1,155.1,low,28.0
Early Blight,0,0,0.0,34.0,70.4,53.3,466.6,moderate,46.0
Late Blight,2,0,-1.6,34.0,70.4,53.3,466.6,low,16.0
Fusarium Wilt,0,0,0.0,34.0,70.4,53.3,466.6,moderate,62.0
Bacterial Spot,0,0,0.0,34.0,70.4,53.3,466.6,low,34.0
Early Blight,0,0,0.0,35.5,36.8,16.7,210.1,low,34.0
Late Blight,1,0,-0.6,35.5,36.8,16.7,210.1,low,28.0
Fusarium Wilt,1,0,-1.0,35.5,36.8,16.7,210.1,low,16.0
Bacterial Spot,2,0,-1.6,35.5,36.8,16.7,210.1,low,16.0
Early Blight,1,0,-0.6,36.7,76.4,14.3,873.0,moderate,40.0
Late Blight,1,0,-1.0,36.7,76.4,14.3,873.0,low,28.0
Fusarium Wilt,2,0,-2.0,36.7,76.4,14.3,873.0,low,28.0
Bacterial Spot,0,0,0.0,36.7,76.4,14.3,873.0,low,34.0
Early Blight,1,0,-0.6,31.1,35.7,24.2,100.7,low,28.0
Late Blight,2,0,-1.6,31.1,35.7,24.2,100.7,low,16.0
Fusarium Wilt,1,0,-1.0,31.1,35.7,24.2,100.7,low,28.0
Bacterial Spot,0,0,0.0,31.1,35.7,24.2,100.7,low,34.0
Early Blight,0,0,0.0,16.4,40.7,43.4,993.7,low,34.0
Late Blight,2,0,-1.6,16.4,40.7,43.4,993.7,low,28.0
Fusarium Wilt,1,0,-1.0,16.4,40.7,43.4,993.7,low,28.0
Bacterial Spot,1,0,-1.0,16.4,40.7,43.4,993.7,low,16.0
Early Blight,0,0,0.0,37.2,74.5,64.9,385.6,moderate,46.0
Late Blight,1,0,-0.6,37.2,74.5,64.9,385.6,low,28.0
Fusarium Wilt,1,0,-1.0,37.2,74.5,64.9,385.6,low,28.0
Bacterial Spot,1,0,-1.0,37.2,74.5,64.9,385.6,low,16.0
Early Blight,0,0,0.0,31.2,87.4,47.1,705.8,moderate,46.0
Late Blight,0,0,0.0,31.2,87.4,47.1,705.8,moderate,46.0
Fusarium Wilt,2,0,-2.0,31.2,87.4,47.1,705.8,moderate,44.0
Bacterial Spot,1,0,-1.0,31.2,87.4,47.1,705.8,low,28.0
Early Blight,0,0,0.0,16.5,30.7,41.4,1153.1,low,34.0
Late Blight,0,0,0.0,16.5,30.7,41.4,1153.1,moderate,46.0
Fusarium Wilt,1,0,-1.0,16.5,30.7,41.4,1153.1,low,16.0
Bacterial Spot,1,0,-0.6,16.5,30.7,41.4,1153.1,low,28.0
Early Blight,0,0,0.0,23.0,93.8,80.3,571.2,moderate,62.0
Late Blight,0,0,0.0,23.0,93.8,80.3,571.2,moderate,62.0
Fusarium Wilt,1,0,-1.0,23.0,93.8,80.3,571.2,low,28.0
Bacterial Spot,0,0,0.0,23.0,93.8,80.3,571.2,moderate,46.0
Early Blight,0,0,0.0,37.0,97.4,36.9,776.9,moderate,46.0
Late Blight,1,0,-0.6,37.0,97.4,36.9,776.9,moderate,40.0
Fusarium Wilt,1,0,-1.0,37.0,97.4,36.9,776.9,low,28.0
Bacterial Spot,1,0,-1.0,37.0,97.4,36.9,776.9,low,28.0
Early Blight,0,0,0.0,18.4,54.6,15.7,165.3,low,34.0
Late Blight,0,0,0.0,18.4,54.6,15.7,165.3,moderate,46.0
Fusarium Wilt,1,0,-1.0,18.4,54.6,15.7,165.3,low,28.0
Bacterial Spot,1,0,-1.0,18.4,54.6,15.7,165.3,low,16.0
Early Blight,1,0,-0.6,34.0,34.0,53.7,888.8,low,28.0
Late Blight,1,0,-1.0,34.0,34.0,53.7,888.8,low,16.0
Fusarium Wilt,2,0,-2.0,34.0,34.0,53.7,888.8,low,28.0
Bacterial Spot,1,0,-1.0,34.0,34.0,53.7,888.8,low,16.0
Early Blight,1,0,-0.6,31.5,95.0,63.0,727.3,moderate,40.0
Late Blight,0,0,0.0,31.5,95.0,63.0,727.3,moderate,46.0
Fusarium Wilt,2,0,-2.0,31.5,95.0,63.0,727.3,moderate,44.0
Bacterial Spot,2,0,-1.6,31.5,95.0,63.0,727.3,low,28.0
Early Blight,1,0,-0.6,23.7,87.7,22.6,460.9,moderate,56.0
Late Blight,0,0,0.0,23.7,87.7,22.6,460.9,moderate,62.0
Fusarium Wilt,2,0,-2.0,23.7,87.7,22.6,460.9,low,28.0
Bacterial Spot,2,0,-1.6,23.7,87.7,22.6,460.9,low,28.0
Early Blight,1,0,-0.6,35.7,42.5,18.5,691.0,low,28.0
Late Blight,2,0,-1.6,35.7,42.5,18.5,691.0,low,16.0
Fusarium Wilt,0,0,0.0,35.7,42.5,18.5,691.0,moderate,46.0
Bacterial Spot,1,0,-1.0,35.7,42.5,18.5,691.0,low,16.0
Early Blight,1,0,-0.6,22.1,88.2,15.6,911.0,moderate,56.0
Late Blight,1,0,-1.0,22.1,88.2,15.6,911.0,moderate,44.0
Fusarium Wilt,1,0,-1.0,22.1,88.2,15.6,911.0,low,28.0
Bacterial Spot,2,0,-1.6,22.1,88.2,15.6,911.0,low,28.0
Early Blight,1,0,-0.6,32.6,66.8,83.1,661.5,low,28.0
Late Blight,1,0,-1.0,32.6,66.8,83.1,661.5,low,16.0
Fusarium Wilt,2,0,-2.0,32.6,66.8,83.1,661.5,moderate,44.0
Bacterial Spot,2,0,-1.6,32.6,66.8,83.1,661.5,low,16.0
Early Blight,0,0,0.0,36.3,49.1,64.3,1153.5,low,34.0
Late Blight,1,0,-1.0,36.3,49.1,64.3,1153.5,low,16.0
Fusarium Wilt,0,0,0.0,36.3,49.1,64.3,1153.5,moderate,46.0
Bacterial Spot,1,0,-0.6,36.3,49.1,64.3,1153.5,low,28.0
Early Blight,0,0,0.0,34.7,88.5,17.0,752.8,moderate,46.0
Late Blight,2,0,-1.6,34.7,88.5,17.0,752.8,low,28.0
Fusarium Wilt,1,0,-1.0,34.7,88.5,17.0,752.8,moderate,44.0
Bacterial Spot,1,0,-1.0,34.7,88.5,17.0,752.8,low,28.0
Early Blight,1,0,-0.6,35.3,84.2,80.8,255.6,moderate,40.0
Late Blight,1,0,-0.6,35.3,84.2,80.8,255.6,moderate,40.0
Fusarium Wilt,2,0,-2.0,35.3,84.2,80.8,255.6,low,28.0
Bacterial Spot,1,0,-1.0,35.3,84.2,80.8,255.6,low,16.0
Early Blight,1,0,-0.6,15.0,60.3,17.3,478.7,low,28.0
Late Blight,0,0,0.0,15.0,60.3,17.3,478.7,moderate,46.0
Fusarium Wilt,2,0,-2.0,15.0,60.3,17.3,478.7,low,28.0
Bacterial Spot,1,0,-0.6,15.0,60.3,17.3,478.7,low,28.0
Early Blight,0,0,0.0,33.3,79.3,23.7,487.8,moderate,46.0
Late Blight,0,0,0.0,33.3,79.3,23.7,487.8,moderate,46.0
Fusarium Wilt,0,0,0.0,33.3,79.3,23.7,487.8,moderate,62.0
Bacterial Spot,0,0,0.0,33.3,79.3,23.7,487.8,low,34.0
Early Blight,1,0,-0.6,25.0,82.6,50.3,332.6,moderate,56.0
Late Blight,1,0,-0.6,25.0,82.6,50.3,332.6,moderate,40.0
Fusarium Wilt,1,0,-1.0,25.0,82.6,50.3,332.6,moderate,44.0
Bacterial Spot,0,0,0.0,25.0,82.6,50.3,332.6,moderate,46.0
Early Blight,1,0,-0.6,25.8,77.9,17.5,711.6,moderate,56.0
Late Blight,1,0,-1.0,25.8,77.9,17.5,711.6,low,28.0
Fusarium Wilt,2,0,-2.0,25.8,77.9,17.5,711.6,moderate,44.0
Bacterial Spot,0,0,0.0,25.8,77.9,17.5,711.6,moderate,46.0
Early Blight,0,0,0.0,28.9,44.7,53.8,513.0,moderate,46.0
Late Blight,0,0,0.0,28.9,44.7,53.8,513.0,low,34.0
Fusarium Wilt,0,0,0.0,28.9,44.7,53.8,513.0,moderate,62.0
Bacterial Spot,1,0,-1.0,28.9,44.7,53.8,513.0,low,28.0
Early Blight,1,0,-0.6,22.2,33.6,17.7,665.3,moderate,40.0
Late Blight,1,0,-0.6,22.2,33.6,17.7,665.3,moderate,40.0
Fusarium Wilt,1,0,-1.0,22.2,33.6,17.7,665.3,low,16.0
